"link_origem","posicao","senioridade","titulo_vaga","nome_empresa","requisitos"
https://picpay.com/oportunidades-de-emprego-e-carreiras/central-de-vagas/4497723005,Analista de Dados,Pleno,Analista de Produtos Pleno | PicPay Negócios - Vaga Afirmativa para Pessoa com Deficiência,PicPay,"Power BI, Excel, SQL"
https://www.oemprego.com.br/vaga-de-emprego/1368600-analista-de-suporte-pleno-rio-de-janeiro,Engenheiro de Dados,Pleno,ANALISTA DE SUPORTE PLENO - RIO DE JANEIRO,OEmprego - Vagas Brasil,"Power BI, AWS, GCP"
https://br.indeed.com/job/analista-de-suporte-b65d66e6f856332f?xpse=SoAR67I34E7Rxfy4q50LbzkdCdPP&xfps=38b4410c-b1b4-46b1-8f6d-4ca528dd3a99,Engenheiro de Dados,Júnior,Analista de Suporte,Smart BR Soluções tecnológicas,"SQL, ETL, Linux"
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=00000193899bc91e88404fd8800e4e5a&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_43e20ff2&cb=1733180508602&jobListingId=1009549378173&jrtk=5-yul1-3-1ie4pni9vk8ib801,Analista de Dados,Não Informado,Analista de Processos,Zamed Logística,"Power BI, Excel"
https://br.indeed.com/job/analista-de-mis-de-seg-sexta-5b9dfda4d8b75f82?xpse=SoBp67I34E7QQTSxUB0LbzkdCdPP&xfps=b7620786-5277-4967-88a1-9b8476099ac8,Engenheiro de Dados,Não Informado,ANALISTA DE MIS DE SEG A SEXTA,NOVA GESTÕES SERVIÇOS DE COBRANÇA EXTRAJUDICIAL LTDA,"Power BI, Excel, Python, SQL"
https://br.indeed.com/rc/gd/job?a=h36ngG63RNQLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQh_NNge5dAGjfP0vxiBZWKWpJj4pk8Twq7NiLpYvc5c0y5xOeBCGDpeFOv8e6ImmI89cARB6cM4ZjMyw34EtxcoemE6dAKedoZ3SCGY8sNq8au_DVUm-7QXjJCVNvOFC8o90cUAx-KgtxXxbTbnBqYwK7lhZQDTG8g-gLJko5SCUY1XuoR3Ta7FFdPwq8FGbIsOSvtbOVGV1U74zHGSeHUGVYu0tUPq02Epb9nxhRU3xf-MBNkl0W72LmuJA6cT41Mds7QcEQoAVHtyQHFJI0kPkABR-wvei5QK35R7dQDFlrywGNCIUn7pNyU6eOA7DANeKUoOIC52DEOBVB4akbmpQ2ttHx-_6DI81XcP9unMSrHWxYzWEDiwtdjsLynCBlVl4UOBXEGCqZ-9KbqsghzalMUnHUpwLXli78KgacHVr-XdjtESEdHQv7dvdFv8o2V0VgJ8dF-ukQKcK0oxBlsCDrCed6_uI4uoPqrtxBMZa5L-NQrfspunWfZTff9P6M5BnAFRowDnYvk-XaVcnnNOfTcAqdpHdLcIRDXUbvUt3jA8mWzR1RaCsNrc1mCZvXoZZysUtBodPCsxAF4fPaAJ1RRnuo-JtS8gdGZASQef5575MITLMq-G2m4TGyDoAiyTyOy9S12JfPhH7Ty9HV4i08HxVHwSCz1x7eR1GTgJO-ui4icYi9klYLefjo3FfGSqOlitEiGl8AYeoli6UnQkUgIy9m_x9V_VJfxm_HWyyLTPZRWEaCz5sKmKgpyHUDiWobQTvhEBplTv_FNnsYKlbNzZL7l_Jk2MdNwKP0StzrWK26Ot_hNBmYftbJFQ03o3k96UAT0s9cfwd56fxFxzi1_9k5ITGrLD0EkPcOTHFInJrXALS4iqYRgrNjUnY_cuXfehaWY7WEJOIRGbXyERkZTEtYY2Xr6Np_Bq-3Wsg2MFmDct1fYhC_c5qYxZUGNs05sJcP6ez5JgQC0TE33253ysi7I2XgUfdKt5UEE-jvBSU6vWuuenunGVLuE2G4OBCpznCaKgzXtl0m9u2zvaoYKlBZu3CIw&org=1&channel=ns-dk-o-w-s_344-tld_9,Analista de Dados,Não Informado,Analista de Inteligência de Mercado,Grupo GMAC,"Power BI, Excel"
https://br.indeed.com/rc/gd/job?a=hJJ6DNIUlGwLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQhx8ZpyNE5fVTeSXdi7ZRTg5B64NtqDbfGf6kHKN4LxLkPYIDl7nJNCU-rZd8SH501LOA71BM-kUnZbOXB8yGEaJSrjAsFfMFC1OM1hhsy1pJ1CU8HV6QFE8fOqiK2lplW7xlyJjTjPsdGfNpsTT60ahATqFSaE_TJrdjuV37E0DzISanEkEOLcnmvr3qzEdCHtlB-1YotTOqAlViqDKHj7yvV7_rTgateOm_NSSbg1pKN2fBb5ZkAVgLFzFrs4S36MFbGPg_IjztS8y7mEgexmhF-pnuymVtmM218Xemv63Z01JqRuqwtIPTbXgTamBbDlADnFY47nG02Va8o6NAuod40kvM74crEmKfofS7TD-6CBgJGs0vDi_M3EhdVaJQoh9i3kal1J1M0Ygedjndgb1e2EbA6vvSvuJasLveoPcfbbHruCPxIoNejohQsLg_vH24p8iyXdXZkxv6UtwFrRyqIN-3Ge2d6WSMRClQXY0VFj4hhJX2H0z3XNSA8aF0irJWd0XpyStcyxhr_2jKlJMPeLE8AkBlHATAXPJ6kLEcO8Pj2xWPSODN525CRedI4EXjAwsgz7049MUidYRZEPqG2k749WmjkBGLSWvIFTIwypOTnP2i-hmiL_hdrBZhBbObvyuPSlaSrQhIuYGxNFNBYNRIAPoPCTmovehMMSZMiYZFsXtPnOwkX6wdR2S6NnBRPnFxzezOJm3y4GJTW71kXat0lqXiBbAIUtJRfPq4Ylh0occNIe8iywUJ-oTqpaAJ3jF8N7Ej6AZVVfC-awiEjfOAxQk94STyoAwwS-yjzdt0FDwH5JXUAEbGqq1ZzLqqj3M_mcy_pdxhR8Uy_tVQ0ECNm2JQcABe-19k6YScQCXgOXiinhyRmHbE2jFOeJZ60y_huajOLM2HGRtSYD0su4fassw9uzXSlJzkchgU3SWcKaedzQGvmeZ51WijHmFaruDoJG47AHcbtymdVRYJ0VGXLWdMYmzVV08pvOa8bxtwqR7LupouUbnZQJc-aRmh611_NznGVtKq5U4PueJ3dpE1XJesMb0iiEVwVNSZcghLMkY6Mw5MohYUfGBTjaJoJ-4GrdZPEI0gLJZQz6gKNm47x-YpqSq79BEiyyfzapMdPM9DGNnUfA3a68GA8ynZT02kp4Rg&org=1&channel=ns-dk-o-w-s_344-tld_9,Analista de Dados,Pleno,Analista de Governança Pleno,Natura,ETL
https://www.netvagas.com.br/empresa/anuncios/a1158852/analista-de-power-bi-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de power bi - sênior,Netvagas,"Power BI, SQL, Power Apps, Power Automate"
https://voeazul.gupy.io/job/eyJqb2JJZCI6ODIyNDA2Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Júnior,ANALISTA SOLUÇÕES NEGOCIOS JR - MTZ,Azul Linhas Aéreas Brasileiras,SQL
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=00000193899c899aa0e4ee1168826b07&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_8e5a08f3&cb=1733180557852&jobListingId=1009549888834&jrtk=5-yul1-3-1ie4pp2eaiudp801,Engenheiro de Dados,Não Informado,Analista de Preço Técnico de Planos de Serviços,Volvo Group,"Power BI, Excel"
https://job-boards.greenhouse.io/ifoodcarreiras/jobs/7717091002,Analista de Dados,Pleno,Analista de Planejamento Comercial Pleno,iFood,SQL
https://avon.wd5.myworkdayjobs.com/en-US/NaturaAndCoCareers/job/Cosmticos-Cajamar---Cajamar-Natura-Brazil/Analista-de-Inovao-Jnior---Maquiagem_JR27696,Analista de Dados,Júnior,Analista de Inovação Júnior - Maquiagem,Natura,ETL
https://jobdetails.nestle.com/job/Ribeirao-Preto-Analista-Planejamento-Log%C3%ADstico-Jr-S%C3%A3o-14094-000/1147859801/,Analista de Dados,Júnior,Analista Planejamento Logístico Jr,Nestlé,"Power BI, Excel"
https://stefanini.gupy.io/job/eyJqb2JJZCI6ODIyNTY5OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Júnior,ANALISTA SUPORTE JR (Laranjeiras Velha),Stefanini Group,"ETL, Linux"
https://br.indeed.com/job/analista-de-dados-comerciais-j%C3%BAnior-televendas-4bfd8aea734c507b?xpse=SoB867I34E77PWy4q50LbzkdCdPP&xfps=a95a06db-5941-4c71-9bd6-429a663537f2,Cientista de Dados,Júnior,Analista de Dados Comerciais (Júnior) - Televendas,Master,"Power BI, Excel"
https://br.indeed.com/rc/gd/job?a=DYrfR50LbNwLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQiyAY3SV3BqQaKDZWBtQ-DvYaCUSMSMgjqagmb8wN8LhwlRsVLBN-1Gghr_DrKR-Gvm0BvFK-fg4hRTiM9DxLe90UN7xGh3PwL11ql5U_Sxwyvr-CbArN4i_CTEkz90qcHdzRIDzzuG7KW-CMxi7HgIrhqY_Mu6F_hNlWvKOjQLqHeNJLzO-HKxJin6H0u0w_vmzexV4YbPwNRbBx83YvYQXC6ttXiuJM0vsnM5nCN_bkykndirpexXH0Wu7jyIRR3tKYdnU1RYlzXo6IULC4P7x9uKfIsl3V2ZMb-lLcBa0cqiDftxntnelkjEQpUF2NFRY-IYSV9h9M91zUgPGhdIqyVndF6ckrXMsYa_9oypSTD3ixPAJAZRwEwFzyepCxHDvD49sVj0jgzeduQkXnSOoqBKa3u8AIRtPNfarRF5QQDhXfdmT8lbicmtcAtLiKopH0JnH_2SVQhENdRu9S3erV5rQj3Y32ZZQ34mwZEtcQE1S5RCcqJyNm3I-464v1qutZDDtUpOxaWBYuooatMDqAiJBsf4g1xZaoG56YRfrYpGTlAZOApPWlcqQwUK0ogzBI1dPWlY6SnF1nzDJBAjiqer4fL0QOSc1Y3RvkeQUqtMcIgg_8fBUdHwYJM775tvjjoD4x4OTKpvnlZRWMhteXiriSmd-oms4tnFTbnE-oCicqD6k5-8ugulZ68MopWVYwy_p_BVJP4Noet1eJ-UZLzNG_gIpLmZh-1skVDTeiavTilg6P8c_h-njHG1HIgG1BxW3eu-T0gSWMhe3PQGe20HGwVRZGVT2mnpgoxGwbEbXmwZQ4drgpWceBP14o9ex74kgxFd5irQhIuYGxNFprIJV3WfIuZsdnOFb0sOzIEMLOfGlhULGH7NlNDGwguUUiL2k-lSWDt8pD4F4alKCZMytlwhFain6R0eIiz4uDyJkzxrxDr5R82epL8BRwk4usR-oeWZEHShYkDuCVm_udpA30J3wvVT6hdhoHR48Q&org=1&channel=ns-dk-o-w-s_344-tld_9,Analista de Dados,Júnior,Analista de Desenvolvimento Junior,Jobbol,"Power BI, SQL"
https://br.indeed.com/rc/gd/job?a=DYrfR50LbNwLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQixHSJFbLpLHG9OehYdQWf1g-0NrvncOv7NiLpYvc5c0y5xOeBCGDpeFOv8e6ImmI89cARB6cM4ZjMyw34Etxcoqaz9_ckCtTN2-yOuR_0a4pTv_j83K1ErcUZQJ_8exlceToshB1jmpEPS3gSpAe8LeLW1OTSOUEhNlWvKOjQLqHeNJLzO-HKxJin6H0u0w_uWkhU0TbbjyuEGUTKjkjLGN1wsA0Er_45jOdpCTph49kykndirpexXOuUPFTyshg1wtiAjDye7aTXo6IULC4P7x9uKfIsl3V2ZMb-lLcBa0cqiDftxntnelkjEQpUF2NFRY-IYSV9h9M91zUgPGhdIqyVndF6ckrXMsYa_9oypSTD3ixPAJAZRwEwFzyepCxHDvD49sVj0jgzeduQkXnSODckPLvAOIUmeKE85CmY3xXFtw9KXj8WoicmtcAtLiKopH0JnH_2SVeTKmbmC35bVMhZnZhomkjaYvYJh6Sw66gvdlUZPILfZH4Sca9FaeAU2Vi1EFDUOjhFts_JnWnc5QL-iUy6Jy4eFcI0G1gYT2LpB1jqZRpeiNcJszUzHR6kzBI1dPWlY6SnF1nzDJBAjiqer4fL0QOSc1Y3RvkeQUqtMcIgg_8fBUdHwYJM775tvjjoD4x4OTKpvnlZRWMhteXiriSmd-oms4tnFTbnE-oCicqD6k5-8ugulZ68MopWVYwy_p_BVJP4Noet1eJ-UZLzNG_gIpLmZh-1skVDTeiavTilg6P8c_h-njHG1HIgG1BxW3eu-T0gSWMhe3PQGe20HGwVRZGVT2mnpgoxGwbEbXmwZQ4drgpWceBP14o9ex74kgxFd5irQhIuYGxNFprIJV3WfIuZsdnOFb0sOzIEMLOfGlhULGH7NlNDGwguUUiL2k-lSWDt8pD4F4alKCZMytlwhFain6R0eIiz4uDyJkzxrxDr5R82epL8BRwk4usR-oeWZEHShYkDuCVm_udpA30J3wvVT6hdhoHR48Q&org=1&channel=ns-dk-o-w-s_344-tld_9,Engenheiro de Dados,Não Informado,Analista de Software,Perkons,"Python, Machine Learning, Git, Bash, Linux, Docker"
https://br.indeed.com/rc/gd/job?a=6JcVF1zuFekLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQhf2V4TC0gINmouEzuK-rt6LYv36pq0KRrKaQsFnRAx1Fvqw3GCjhAMioIsVzKt9JgVL-V--u1x_8o1e6TtNC27IGQartJ6iea-61CqMTCWi0C-5hArfKQ1lB5XPRi7Z3Otea1NAGqZa5rTFd2pbxxPCVf4ZTLEncRP39gd8IdiGA_9K_CIgKEeYyXBIZzPMdHd-VaqMf_4ct0kbTIJv7MbWnbJg2aZ1NJs_V670pPEX2degN_7x6xOTZVryjo0C6h3jSS8zvhysSYp-h9LtMP7zuN_devzEJ8hL993XH6XdVjwHB4lNiwIYyi1KXTnTIwqWtyp1hY_gnIbUjYwf-G_A-vRNvj8XwU16OiFCwuD-8fbinyLJd1dmTG_pS3AWtHKog37cZ7Z3pZIxEKVBdjRUWPiGElfYfTPdc1IDxoXSKslZ3RenJK1zLGGv_aMqUkw94sTwCQGUcBMBc8nqQsRw7w-PbFY9I4M3nbkJF50jq0wWIDuLsjInihPOQpmN8U4AP5gGkTAyBjzYE7pgKncv7oABRMTR0fSu1iQKVhHfK1ea0I92N9mWUN-JsGRLXEBNUuUQnKicjZtyPuOuL9arrWQw7VKTsWlgWLqKGrTA6gIiQbH-INcWWqBuemEX606vzmqkjK3mQvzoe6NzS-kaJwFXZtQuvmcZlrI4ASymwLdgQbvorCrAOkIDGZMPuCiEywaMAyHGD1wCOilllmhHflbuM7Q5oSZO4KsIyJkabsIlcF6UNfW6llf0ILaSYaWobQTvhEBphTD2lgpP3XVYLefjo3FfGSAonKg-pOfvKENXhK-jkb7aWr9eGmj4hyCpb2ZXjTocRgVTVPIfaXcAws_En5EahN_wAJ-08tHW9Exs6Na48FmkokvPQCEL4ilVRGr1sdO3Xzx1shz5IRPqja9GPvzLKf1VImPGRGtU5Blg3ARZG9p0VnaKks18AukU5h3qyNdzyMAvtQeE14zyFUOeBa0p1PSVhXRx0eB4id0AeB0OQ2Nxne7Bmspo1ASGvcwMJLk5WJnh2Jh18oR-5FVXBUljWBlGeDQVoB9sj5pSmftvSBJpTC99tPCbW8&org=1&channel=ns-dk-o-w-s_344-tld_9,Analista de Dados,Pleno,Analista de Facilities - Facilities Analyst II,Hand Talk,"Excel, Linguagem R"
https://br.indeed.com/job/analista-de-intelig%C3%AAncia-de-mercado-c44df95f12bd90f4?xpse=SoDh67I34E73ltSO5x0LbzkdCdPP&xfps=404b5a7c-88b0-423e-9288-9bde8cd37795,Analista de Dados,Não Informado,Analista de Inteligência de Mercado,RH - Gestão Estratégica,Excel
https://atracaodetalentos.totvs.app/vemsertimedana/29/analista-de-administracao-de-pessoas-pleno,Analista de Dados,Sênior,Analista de Administração de Pessoas Pleno,Dana Cosmeticos,Excel
https://www.chances.com.br/chances/oportunidade/133443,Analista de Dados,Júnior,SM 522 ANALISTA SERV TEC I PYTHON - DETERMINADO,Firjan,"Excel, Python, Machine Learning"
https://pages.cnpem.br/trabalheconosco/2024/12/02/analista-de-desenvolvimento-tecnologico-jr-em-matematica-computacional-350779/,Engenheiro de Dados,Júnior,Analista de Desenvolvimento Tecnológico Jr em Matemática Computacional (350779),Centro Nacional de Pesquisa em Energia e Materiais,"Python, Machine Learning, Deep Learning, Linux"
https://careers.marshmclennan.com/global/en/job/MAMCGLOBALR287943EXTERNALENGLOBAL/Analista-de-Opera-es-RH-TA-Operations?utm_source=indeed&utm_medium=phenom-feeds,Analista de Dados,Não Informado,Analista de Operações RH - TA Operations,MMC Corporate,Excel
https://job-boards.greenhouse.io/ifoodcarreiras/jobs/7689034002,Analista de Dados,Pleno,Analista ADS Pleno,iFood,SQL
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=0000019389a04d9f9fceb414fff973bd&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_1f0972ab&cb=1733180804742&jobListingId=1009549753975&jrtk=5-yul1-3-1ie4q0jfhj72r801,Engenheiro de Dados,Pleno,ANALISTA INTELIGENCIA MERCADO PL,Saber Educação,"Tableau, Excel, Python, SQL, ETL"
https://movida.gupy.io/job/eyJqb2JJZCI6ODIyNDA5NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Pleno,ANALISTA DE PRICING PLENO MOVIDA,Movida Aluguel de Carros,"Power BI, Excel, SQL"
https://centralailos.gupy.io/job/eyJqb2JJZCI6ODIyMzYwOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,Analista de Sistemas II- Tribo PIX,Central Ailos,"ETL, Git, Oracle"
https://randstad-matriz.pandape.com.br/Detail/1709296?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Analista de Dados,Sênior,Analista de Telecomunicações,Randstad - Matriz,Python
https://itsseg-company.gupy.io/job/eyJqb2JJZCI6ODIwNzIwMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Júnior,Analista Administrativo Previdenciária JR - GAA (Temporário),IT'SSEG COMPANY - ACRISURE,"Excel, Power Point"
https://br.indeed.com/rc/gd/job?a=6JcVF1zuFekLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQhQN6ebYt25temrnOHb2FSIeihgtHHqswlV1q0ZlnA2E5NKb0Jk6zcU8zwFxlHxM_ZIu1B1O_GyYSzlrqCIjRBbSJSi5tuZD42hWN8HgEqbDxW9z49O4eg5tBPLhGYrKRlOIwKX7pVCHojr_iH6aWAzEF09InVeKx_ZM_uQD5b1n8SxiMKUcDjpoyzp7Mvf8O_noJkF9LAXgQB2lK1on7JMWnbJg2aZ1NJs_V670pPEX2degN_7x6xOTZVryjo0C6h3jSS8zvhysSYp-h9LtMP7JYzodMIwfCvzpaISw-VfWYazHl_XzoApyT783ooqE5t3xrdaUfFR75_1_1BktoQw_qOSodQbJH416OiFCwuD-8fbinyLJd1dmTG_pS3AWtHKog37cZ7Z3pZIxEKVBdjRUWPiGElfYfTPdc1IDxoXSKslZ3RenJK1zLGGv_aMqUkw94sTwCQGUcBMBc8nqQsRw7w-PbFY9I4M3nbkJF50jg_8R-DYqlyenihPOQpmN8XvISWtvX0hrBjzYE7pgKncv7oABRMTR0epShxxwql7NPk-XaVcnnNOfTcAqdpHdLcIRDXUbvUt3jA8mWzR1RaCsNrc1mCZvXoZZysUtBodPCsxAF4fPaAJ1RRnuo-JtS8gdGZASQef5575MITLMq-G2m4TGyDoAiyTyOy9S12JfPhH7Ty9HV4i08HxVHwSCz1x7eR1GTgJO-ui4icYi9klYLefjo3FfGSqOlitEiGl8AYeoli6UnQkUgIy9m_x9V_VJfxm_HWyyLTPZRWEaCz5sKmKgpyHUDiWobQTvhEBplTv_FNnsYKlbNzZL7l_Jk2MdNwKP0StzrWK26Ot_hNBmYftbJFQ03o3k96UAT0s9cfwd56fxFxzi1_9k5ITGrLD0EkPcOTHFInJrXALS4iqYRgrNjUnY_cuXfehaWY7WEJOIRGbXyERkZTEtYY2Xr6Np_Bq-3Wsg2MFmDct1fYhC_c5qYxZUGNs05sJcP6ez5JgQC0TE33253ysi7I2XgUfdKt5UEE-jvBSU6vWuuenunGVLuE2G4OBCpznCaKgzXtl0m9u2zvaoYKlBZu3CIw&org=1&channel=ns-dk-o-w-s_344-tld_9,Engenheiro de Dados,Não Informado,"Analista de Processos de Produção (Anápolis, GO)",Araguaia,"Power BI, Excel"
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=0000019389a12efcb9bb70f6b6189bba&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_2468df92&cb=1733180862339&jobListingId=1009549751756&jrtk=5-yul1-3-1ie4q2botjclu801,Analista de Dados,Pleno,Analista de eventos Pl. (Remote) - Espanhol,Carreira Involves,Excel
https://aliare.gupy.io/job/eyJqb2JJZCI6ODIyMzMzMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Não Informado,Analista de Projetos de TI,Aliare,ETL
https://www.accenture.com/br-pt/careers/jobdetails,Analista de Dados,Sênior,Analista Júnior de Mediação,Accenture,ETL
https://grupoenergisa.gupy.io/job/eyJqb2JJZCI6ODIyNjAwNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,ANALISTA DE SERVIÇO CONTABIL III - TEMPORÁRIO,Energisa,"Power BI, Excel, ETL"
https://www.netvagas.com.br/empresa/anuncios/a1158751/analista-de-dados-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de dados sênior,Netvagas,"Power BI, Python, ETL, Machine Learning, ElasticSearch"
https://jobs.quickin.io/creditsbrasil/jobs/6748b029da9a080013ec6c04,Engenheiro de Dados,Sênior,Analista de Infraestrutura Pl/Sr,Credits Brasil Gestão e Inteligência de Dados,"ETL, Linux"
https://careers.metso.com/job/Sorocaba-Analista-Melhoria-Processos-Pl-S%C3%A3o/808738302/,Engenheiro de Dados,Pleno,Analista Melhoria Processos Pl,Metso Outotec,"Power BI, ETL"
https://suzano.gupy.io/job/eyJqb2JJZCI6ODE4NTgxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Sênior,Analista de Programas de Carreira Senior,Suzano,ETL
https://avon.wd5.myworkdayjobs.com/en-US/NaturaAndCoCareers/job/Cosmticos-Cajamar---Cajamar-Natura-Brazil/Analista-Pleno-de-Cincias-do-Bem-Estar-e-Neurocincias---Claims_JR27740,Engenheiro de Dados,Pleno,Analista Pleno de Ciências do Bem Estar e Neurociências - Claims,Natura,"SAS, Linguagem R, SQL, ETL"
https://br.indeed.com/job/analista-de-devops-suporte-sistemas-0bfd6d719c18dea4?xpse=SoAk67I34E8XHfyLIR0LbzkdCdPP&xfps=cacb4f1f-28f6-40ed-b92b-065b0480084f,Analista de Dados,Não Informado,Analista de DevOps - Suporte Sistemas,Perkons,"Excel, Python, SQL, MLOps, SQL Server, PostgreSQL"
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=0000019389a31d3fbac28b584d5c8439&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_f5d33c77&cb=1733180988918&jobListingId=1009549454460&jrtk=5-yul1-3-1ie4q67bpk3er801,Engenheiro de Dados,Júnior,Analista de Desenvolvimento Tecnológico Jr em Software – Vaga Afirmativa para Mulheres (350808),Centro Nacional de Pesquisa em Energia e Materiais,"Python, MLOps, Linux, Docker"
https://br.indeed.com/job/analista-de-sistemas-s%C3%AAnior-c461880edc94acbe?xpse=SoD367I34E8VgfSYMZ0LbzkdCdPP&xfps=3298c545-e2f3-4c71-92d1-529bc39a9da7,Engenheiro de Dados,Sênior,Analista de Sistemas Sênior,PADO,Oracle
https://optionsco.gupy.io/job/eyJqb2JJZCI6ODIyNDA0Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,Analista Administrativo e Financeiro,Options & Company,"Excel, ETL"
https://www.oemprego.com.br/vaga-de-emprego/1368602-analista-de-seguranca-pleno-rio-de-janeiro,Engenheiro de Dados,Pleno,ANALISTA DE SEGURANÇA PLENO - RIO DE JANEIRO,OEmprego - Vagas Brasil,Linux
https://randstad-filialfortalezace.pandape.infojobs.com.br/Detail/1709304?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Engenheiro de Dados,Não Informado,Analista de Planejamento Logístico,RANDSTAD - Filial Fortaleza CE,"Power BI, Excel"
https://unimedpoa.gupy.io/job/eyJqb2JJZCI6ODE5MzE4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Júnior,Analista de Rem e Beneficios I,Unimed Porto Alegre,Excel
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=0000019389a485a2adabd059b583cff3&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_b0c1db62&cb=1733181081254&jobListingId=1009549764687&jrtk=5-yul1-3-1ie4q91f72h20001,Analista de Dados,Não Informado,ASSISTENTE ADMINISTRATIVO,Grupo Piracanjuba,Excel
https://www.oemprego.com.br/vaga-de-emprego/1368605-analista-de-infraestrutura-pleno-rio-de-janeiro,Engenheiro de Dados,Pleno,ANALISTA DE INFRAESTRUTURA PLENO - RIO DE JANEIRO,OEmprego - Vagas Brasil,"SQL, AWS, Azure, Oracle"
https://jobsindigo.gupy.io/job/eyJqb2JJZCI6ODIyNDU2Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de ACC PL,Indigo,Excel
https://br.indeed.com/job/analista-de-qualidade-d709cb7a0568f4d8?xpse=SoB467I34E8neCy3Ah0LbzkdCdPP&xfps=6b9ba6a3-facb-47ed-bb94-dde74f586cc7,Analista de Dados,Não Informado,Analista de Qualidade,Cimerian Gym,Excel
https://cellserviceecommerceeassistenciatecnicaltda.pandape.infojobs.com.br/Detail/1707931?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Analista de Dados,Não Informado,Analista de E-commerce,Grupo AMCS (Cell Service - DPC - JNA),Excel
https://validcarreiras-administrativo.gupy.io/job/eyJqb2JJZCI6ODIyNDY0OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de Gestão de Riscos Sênior,Valid,"Power BI, Excel, ETL"
https://vemserwill.gupy.io/job/eyJqb2JJZCI6ODIyNDk0Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista Sr Mídias Sociais,will bank,Excel
https://corporativogrupocasasbahia.gupy.io/job/eyJqb2JJZCI6ODE3NjI3NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Pleno,Analista de Compras e Suprimentos Pleno (TI),Corporativo Grupo Casas Bahia,Excel
https://brasol.gupy.io/job/eyJqb2JJZCI6ODIyNTcwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de Desenvolvimento de Negócios Sr (Comercial),Brasol - Soluções Energéticas Inteligentes,"Power BI, Tableau"
https://jobs.recrutei.com.br/inventcloud/vacancy/86531-dba-oracle-senior?utm_source=indeed&utm_campaign=feed,Analista de Dados,Sênior,DBA Oracle Sênior,inventCloud,Oracle
