"vaga_id","link_site","link_origem","data_publicacao","data_coleta","link_origem","posicao","senioridade","titulo_vaga","nome_empresa","requisitos"
1317,"https://www.glassdoor.com.br/job-listing/analista-treinamento-desenvolvimento-júnior-campos-novos-sc-temporário-brf-JV_IC2425109_KO0,70_KE71,74.htm?jl=1009542559975",https://talents.brf.com/job/Campos-Novos-Analista-Treinamento-Desenvolvimento-J%C3%BAnior-Campos-Novos-SC-%28Tempor%C3%A1rio%29-SC-89620-000/641737119/,"2024-11-26","2024-11-27",https://talents.brf.com/job/Campos-Novos-Analista-Treinamento-Desenvolvimento-J%C3%BAnior-Campos-Novos-SC-%28Tempor%C3%A1rio%29-SC-89620-000/641737119/,Analista de Dados,Júnior,Analista Treinamento Desenvolvimento Júnior - Campos Novos SC (Temporário),BRF,Excel
1318,"https://www.glassdoor.com.br/job-listing/analista-desenvolvedor-java-pleno-1-netvagas-JV_KO0,35_KE36,44.htm?jl=1009542583022",https://www.netvagas.com.br/empresa/anuncios/a1152092/analista-desenvolvedor-java-pleno-1/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-26","2024-11-27",https://www.netvagas.com.br/empresa/anuncios/a1152092/analista-desenvolvedor-java-pleno-1/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista desenvolvedor java pleno - 1,Netvagas,Openshift
1319,"https://www.glassdoor.com.br/job-listing/estágio-de-suporte-de-sistemas-netvagas-JV_IC2479061_KO0,30_KE31,39.htm?jl=1009542585742",https://www.netvagas.com.br/empresa/anuncios/a101083/estagio-de-suporte-de-sistemas/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-26","2024-11-27",https://www.netvagas.com.br/empresa/anuncios/a101083/estagio-de-suporte-de-sistemas/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Júnior,Estágio de suporte de sistemas,Netvagas,SQL
1320,https://time-now.gupy.io/job/eyJqb2JJZCI6ODE5MzIyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,https://time-now.gupy.io/job/eyJqb2JJZCI6ODE5MzIyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-27","2024-11-27",https://time-now.gupy.io/job/eyJqb2JJZCI6ODE5MzIyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,Pessoa Analista de Dados (Confiabilidade) II,Timenow,"SAS, Power BI, Excel, Python, SQL, Machine Learning, Git"
1321,https://logos-ma.gupy.io/job/eyJqb2JJZCI6ODIwMDQ5NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,https://logos-ma.gupy.io/job/eyJqb2JJZCI6ODIwMDQ5NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-27","2024-11-27",https://logos-ma.gupy.io/job/eyJqb2JJZCI6ODIwMDQ5NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Não Informado,Analista de Dados - Planejamento e Controle,Grupo Logos,"Power BI, Excel, Python, SQL, ETL"
1322,https://oto.gupy.io/job/eyJqb2JJZCI6ODEwNDg3Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,https://oto.gupy.io/job/eyJqb2JJZCI6ODEwNDg3Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-27","2024-11-27",https://oto.gupy.io/job/eyJqb2JJZCI6ODEwNDg3Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,Analista de Dados - PL,Oto,"SAS, Power BI, Python, SQL, Looker"
1323,https://localiza.gupy.io/job/eyJqb2JJZCI6ODEyMDk2OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,https://localiza.gupy.io/job/eyJqb2JJZCI6ODEyMDk2OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-19","2024-11-27",https://localiza.gupy.io/job/eyJqb2JJZCI6ODEyMDk2OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,"ANALISTA DE DADOS, RISCO E GARANTIA DE RECEITA PLENO | BELO HORIZONTE/MG",Localiza&Co,"SAS, Power BI, Excel, SQL, GCP"
1324,https://cogna.gupy.io/job/eyJqb2JJZCI6ODA4MTg2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,https://cogna.gupy.io/job/eyJqb2JJZCI6ODA4MTg2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-19","2024-11-27",https://cogna.gupy.io/job/eyJqb2JJZCI6ODA4MTg2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,ANALISTA DADOS II,Cogna Educação,"SAS, Power BI, Tableau, Python, SQL, Qlik view"
1325,https://luminiitsolutions.gupy.io/job/eyJqb2JJZCI6ODIwNDM3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,https://luminiitsolutions.gupy.io/job/eyJqb2JJZCI6ODIwNDM3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-27","2024-11-27",https://luminiitsolutions.gupy.io/job/eyJqb2JJZCI6ODIwNDM3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Júnior,"Engenheiro de Dados I ou II (Home-office, residir em SP/RJ ou Nova Lima/MG)",Lumini IT Solutions,"Power BI, Estatística, Python, SQL, GCP, Airflow"
1326,https://www.vagas.com.br/vagas/v2697698/analista-de-sistema,https://www.vagas.com.br/vagas/v2697698/analista-de-sistema,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2697698/analista-de-sistema,Analista de Dados,Pleno,Analista de Sistema,HFC Saúde,SQL
1327,https://www.vagas.com.br/vagas/v2679633/10648-analista-desenvolvedor-net,https://www.vagas.com.br/vagas/v2679633/10648-analista-desenvolvedor-net,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2679633/10648-analista-desenvolvedor-net,Analista de Dados,Sênior,"10648 - Analista Desenvolvedor .net",Talent Pro IT,"SQL, Git, SQL Server, Oracle"
1328,https://www.vagas.com.br/vagas/v2696288/analista-de-logistica-sr-sap,https://www.vagas.com.br/vagas/v2696288/analista-de-logistica-sr-sap,"2024-11-21","2024-11-27",https://www.vagas.com.br/vagas/v2696288/analista-de-logistica-sr-sap,Analista de Dados,Sênior,Analista de Logística Sr - SAP,Confidencial,"Power BI, Excel"
1329,https://www.vagas.com.br/vagas/v2671604/analista-de-inteligencia-de-negocios-senior,https://www.vagas.com.br/vagas/v2671604/analista-de-inteligencia-de-negocios-senior,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2671604/analista-de-inteligencia-de-negocios-senior,Analista de Dados,Sênior,Analista de Inteligência de Negócios Sênior,Grupo Fleury,"Excel, Machine Learning"
1330,https://www.vagas.com.br/vagas/v2697537/analista-de-laboratorio-i-lare,https://www.vagas.com.br/vagas/v2697537/analista-de-laboratorio-i-lare,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2697537/analista-de-laboratorio-i-lare,Analista de Dados,Júnior,Analista de Laboratório I – Lare,Grupo Fleury,Excel
1331,https://www.vagas.com.br/vagas/v2688985/analista-de-bi-jr-gestao-de-pessoas,https://www.vagas.com.br/vagas/v2688985/analista-de-bi-jr-gestao-de-pessoas,"2024-10-24","2024-11-27",https://www.vagas.com.br/vagas/v2688985/analista-de-bi-jr-gestao-de-pessoas,Analista de Dados,Júnior,Analista de Bi Jr - Gestão de Pessoas,Vivest,"Power BI, Excel, Python"
1332,https://www.vagas.com.br/vagas/v2697642/analista-pleno-central-de-relacionamento-oncologia-rj,https://www.vagas.com.br/vagas/v2697642/analista-pleno-central-de-relacionamento-oncologia-rj,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2697642/analista-pleno-central-de-relacionamento-oncologia-rj,Analista de Dados,Pleno,Analista Pleno - Central de Relacionamento - Oncologia (RJ),Rede D'Or,"Power BI, Excel"
1333,https://www.vagas.com.br/vagas/v2687230/analista-de-sistemas-sap-jr-modulo-rh,https://www.vagas.com.br/vagas/v2687230/analista-de-sistemas-sap-jr-modulo-rh,"2024-10-17","2024-11-27",https://www.vagas.com.br/vagas/v2687230/analista-de-sistemas-sap-jr-modulo-rh,Analista de Dados,Júnior,Analista de Sistemas SAP Jr. (Módulo Rh),XCMG Brasil Indústria,"Power BI, Tableau"
1334,https://www.vagas.com.br/vagas/v2687225/analista-de-sistemas-sap-jr-modulo-pp-mm,https://www.vagas.com.br/vagas/v2687225/analista-de-sistemas-sap-jr-modulo-pp-mm,"2024-10-17","2024-11-27",https://www.vagas.com.br/vagas/v2687225/analista-de-sistemas-sap-jr-modulo-pp-mm,Analista de Dados,Júnior,"Analista de Sistemas SAP Jr. (Módulo Pp, Mm)",XCMG Brasil Indústria,"Power BI, Tableau"
1335,https://www.vagas.com.br/vagas/v2697664/lider-de-analise-de-dados,https://www.vagas.com.br/vagas/v2697664/lider-de-analise-de-dados,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2697664/lider-de-analise-de-dados,Engenheiro de Dados,Pleno,Líder de Análise de Dados,Kasznar Leonardos,"Power BI, Excel, ETL"
1336,https://www.vagas.com.br/vagas/v2697548/estagio-em-engenharia-na-area-de-orcamento,https://www.vagas.com.br/vagas/v2697548/estagio-em-engenharia-na-area-de-orcamento,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2697548/estagio-em-engenharia-na-area-de-orcamento,Engenheiro de Dados,Júnior,Estágio em Engenharia na Área de Orçamento,Chammas,"Excel, Linguagem R"
1337,https://www.vagas.com.br/vagas/v2697589/estagio-em-qualidade,https://www.vagas.com.br/vagas/v2697589/estagio-em-qualidade,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2697589/estagio-em-qualidade,Engenheiro de Dados,Júnior,Estágio em Qualidade,GE Renewable Energy,Excel
1338,https://www.vagas.com.br/vagas/v2669163/assistente-administrativo-pcm,https://www.vagas.com.br/vagas/v2669163/assistente-administrativo-pcm,"2024-08-13","2024-11-27",https://www.vagas.com.br/vagas/v2669163/assistente-administrativo-pcm,Engenheiro de Dados,Pleno,Assistente Administrativo PCM,Grupo SERES,Excel
1339,https://www.vagas.com.br/vagas/v2697691/bolsista-mestre-consilos-configurador-de-produtos-i-talento-inovacao-iel-pr,https://www.vagas.com.br/vagas/v2697691/bolsista-mestre-consilos-configurador-de-produtos-i-talento-inovacao-iel-pr,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2697691/bolsista-mestre-consilos-configurador-de-produtos-i-talento-inovacao-iel-pr,Engenheiro de Dados,Júnior,Bolsista Mestre - Consilos - Configurador de Produtos I Talento Inovação Iel PR,IEL - PR,"Linguagem R, Python, ETL, Oracle"
1340,https://www.vagas.com.br/vagas/v2695917/gerente-de-unidade-iii-regiao-sul-processo-seletivo-misto,https://www.vagas.com.br/vagas/v2695917/gerente-de-unidade-iii-regiao-sul-processo-seletivo-misto,"2024-11-27","2024-11-27",https://www.vagas.com.br/vagas/v2695917/gerente-de-unidade-iii-regiao-sul-processo-seletivo-misto,Engenheiro de Dados,Sênior,Gerente de Unidade III - Região Sul (Processo Seletivo Misto),Associação Saúde da Família,"Excel, Linguagem R"
1341,"https://www.glassdoor.com.br/job-listing/analista-de-cs-cx-financial-move-JV_IC2402386_KO0,17_KE18,32.htm?jl=1009543420622",https://br.indeed.com/job/analista-de-cscx-bd702b834f8bbeec?xpse=SoDL67I3531F-VSEXR0LbzkdCdPP&xfps=2a65a887-447c-41e2-b2a6-b51e17ebb267,"2024-11-27","2024-11-27",https://br.indeed.com/job/analista-de-cscx-bd702b834f8bbeec?xpse=SoDL67I3531F-VSEXR0LbzkdCdPP&xfps=2a65a887-447c-41e2-b2a6-b51e17ebb267,Analista de Dados,Não Informado,Analista de CS/CX,Financial Move,ETL
1342,"https://www.glassdoor.com.br/job-listing/analista-bi-júnior-gol-linhas-aéreas-JV_IC2479061_KO0,18_KE19,36.htm?jl=1009543550889",https://br.indeed.com/rc/gd/job?a=G_7COBSg964LbZCrTi-twXwFVDaBrQiiwhsUnPcYFQieTYNjMKe97GRtrsXq3GFW-4qyLeoUyL4Z5O6T2Nd0mp1yBEgiXKyUW_2BbCr0txFvvPVX4WDOc8eRoIiz33u9F5w3iKFOWq5aVjJ_vgIAhnQ-JzBOWp7jjA-6b0JYMm83oNYjpPYLZPGH9C31nDJq9bzujD3hLovohpjxwGOtDg1BbWv3BYafknsMBKCPQ8csh8wonJBag84h0GsfaBquHrSUMgAKVv8ObykSaBOAjNszjv1Igx31TZVryjo0C6h3jSS8zvhysSYp-h9LtMP7DWZjf4G68uBAEJig-XQwWfA3lktvK5M8dQye4RKWZgc2sZggzB2YUqKEh92-jBzX23z3tT2nthtGQuqS1f0nGbP8sPmFj3PCgl6Nvgi15MdC6X82y9WJfIO91-XOmS2LCYvpWIVA6Y0jn_HT42WsCcUamrhUs_ZqLtKXMjDa8ulbyZTURct__ysnmOMP4fM7-s_4oYn4ZqnYoGxABfR7Togc5pxH4i_4x7b9bRLiMPk0f7kXYoGRYF-HnMiosu_LgwEVgplqjGQL3ZVGTyC32cbkjgoPBogoBnKLjTvrDlltjDtksBiEUzPtZx_wXl2vLlX_2E3T4jhUG1_SH5hrbBjngldjLLLrbFdypdLLhadGdJzcSJ89LZ76gv-l2z5xfzC8Ex-KClBlFBjPvhqdzDe_5PzLFDWDF6vx2KeKURf7d4kkuQzE7IQNoB5vecfYP7Xjvjednpo7aQHGDLyFd6JIeZJA87WhlWMMv6fwVST-DaHrdXiflMPQSQ9w5McUHt5Szt88yAMBJ5RVAddV9G06im2TUsm6Aws_En5EahObwtWLkiBQfUgFhGmcp3644szYcZG1JgMklUveLilO-QbUHFbd675Ptbj9bvVri2yCPPbiO6cStzkLqYA2w6Mrw7DeyR6PjiRlFBjPvhqdzMY1WKVi2Wl5qMIbA2WeZypjgqVtXLEp3bvuIeMbio52NwyuVl5fMNtMlUm9mKlVhT-86LuYSmtG4-fxYQXxkLzJIazuno7nKzt6g2sFhhbvytFwuOxPUqzoTvXgdAqgUIcUJUrXXiLNBiAwIBUJN_4&org=1&channel=ns-dk-o-w-s_344-tld_9,"2024-11-27","2024-11-27",https://br.indeed.com/rc/gd/job?a=G_7COBSg964LbZCrTi-twXwFVDaBrQiiwhsUnPcYFQieTYNjMKe97GRtrsXq3GFW-4qyLeoUyL4Z5O6T2Nd0mp1yBEgiXKyUW_2BbCr0txFvvPVX4WDOc8eRoIiz33u9F5w3iKFOWq5aVjJ_vgIAhnQ-JzBOWp7jjA-6b0JYMm83oNYjpPYLZPGH9C31nDJq9bzujD3hLovohpjxwGOtDg1BbWv3BYafknsMBKCPQ8csh8wonJBag84h0GsfaBquHrSUMgAKVv8ObykSaBOAjNszjv1Igx31TZVryjo0C6h3jSS8zvhysSYp-h9LtMP7DWZjf4G68uBAEJig-XQwWfA3lktvK5M8dQye4RKWZgc2sZggzB2YUqKEh92-jBzX23z3tT2nthtGQuqS1f0nGbP8sPmFj3PCgl6Nvgi15MdC6X82y9WJfIO91-XOmS2LCYvpWIVA6Y0jn_HT42WsCcUamrhUs_ZqLtKXMjDa8ulbyZTURct__ysnmOMP4fM7-s_4oYn4ZqnYoGxABfR7Togc5pxH4i_4x7b9bRLiMPk0f7kXYoGRYF-HnMiosu_LgwEVgplqjGQL3ZVGTyC32cbkjgoPBogoBnKLjTvrDlltjDtksBiEUzPtZx_wXl2vLlX_2E3T4jhUG1_SH5hrbBjngldjLLLrbFdypdLLhadGdJzcSJ89LZ76gv-l2z5xfzC8Ex-KClBlFBjPvhqdzDe_5PzLFDWDF6vx2KeKURf7d4kkuQzE7IQNoB5vecfYP7Xjvjednpo7aQHGDLyFd6JIeZJA87WhlWMMv6fwVST-DaHrdXiflMPQSQ9w5McUHt5Szt88yAMBJ5RVAddV9G06im2TUsm6Aws_En5EahObwtWLkiBQfUgFhGmcp3644szYcZG1JgMklUveLilO-QbUHFbd675Ptbj9bvVri2yCPPbiO6cStzkLqYA2w6Mrw7DeyR6PjiRlFBjPvhqdzMY1WKVi2Wl5qMIbA2WeZypjgqVtXLEp3bvuIeMbio52NwyuVl5fMNtMlUm9mKlVhT-86LuYSmtG4-fxYQXxkLzJIazuno7nKzt6g2sFhhbvytFwuOxPUqzoTvXgdAqgUIcUJUrXXiLNBiAwIBUJN_4&org=1&channel=ns-dk-o-w-s_344-tld_9,Engenheiro de Dados,Júnior,Analista BI - Júnior,GOL Linhas Aéreas,"Power BI, Excel, Python, SQL, Databricks, Azure, Power Apps, Power Automate, VBA"
1343,"https://www.glassdoor.com.br/job-listing/analista-de-business-intelligence-bi-junior-senff-JV_IC2387909_KO0,43_KE44,49.htm?jl=1009543535974",https://br.indeed.com/rc/gd/job?a=6JcVF1zuFekLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQjihY40LE9OIdluGVZbsL3NyEKA8tYI8LLJBfT9-FHQcsqWn7SLhHCsYCusa7cAcWSlgsOS-sqmlBPxc4T96vujxZKHIhzfP-U0c7fyhflkmUIsre4fH3qsJzbna_oNs1jMboj-pNXPTv46MKIfj-FoDVVYWD5uuaSWa9aBobqzeDmfdt7AgeuFkg0bj0pIT24JJ4oa8U6QETbijEUGeYKmnTUmpG6rC0g9NteBNqYFsOUAOcVjjucbTZVryjo0C6h3jSS8zvhysSYp-h9LtMP7IYGsTDtoNQI-wmsGQ0wEnoM8ay6Ichcoa0KDRh6F0DZ3xrdaUfFR7yC9xYILOQ0tnf1cAOeAwlo16OiFCwuD-8fbinyLJd1dmTG_pS3AWtHKog37cZ7Z3pZIxEKVBdjRUWPiGElfYfTPdc1IDxoXSKslZ3RenJK1zLGGv_aMqUkw94sTwCQGUcBMBc8nqQsRw7w-PbFY9I4M3nbkJF50jk-rhnauSmEjnihPOQpmN8XvISWtvX0hrBjzYE7pgKncv7oABRMTR0epShxxwql7NPk-XaVcnnNOfTcAqdpHdLcIRDXUbvUt3jA8mWzR1RaCsNrc1mCZvXoZZysUtBodPCsxAF4fPaAJ1RRnuo-JtS8gdGZASQef5575MITLMq-G2m4TGyDoAiyTyOy9S12JfPhH7Ty9HV4i08HxVHwSCz1x7eR1GTgJO-ui4icYi9klYLefjo3FfGSqOlitEiGl8AYeoli6UnQkUgIy9m_x9V_VJfxm_HWyyLTPZRWEaCz5sKmKgpyHUDiWobQTvhEBplTv_FNnsYKlbNzZL7l_Jk2MdNwKP0StzrWK26Ot_hNBmYftbJFQ03o3k96UAT0s9cfwd56fxFxzi1_9k5ITGrLD0EkPcOTHFInJrXALS4iqYRgrNjUnY_cuXfehaWY7WEJOIRGbXyERkZTEtYY2Xr6Np_Bq-3Wsg2MFmDct1fYhC_c5qYxZUGNs05sJcP6ez5JgQC0TE33253ysi7I2XgUfdKt5UEE-jvBSU6vWuuenunGVLuE2G4OBCpznCaKgzXtl0m9u2zvaoYKlBZu3CIw&org=1&channel=ns-dk-o-w-s_344-tld_9,"2024-11-27","2024-11-27",https://br.indeed.com/rc/gd/job?a=6JcVF1zuFekLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQjihY40LE9OIdluGVZbsL3NyEKA8tYI8LLJBfT9-FHQcsqWn7SLhHCsYCusa7cAcWSlgsOS-sqmlBPxc4T96vujxZKHIhzfP-U0c7fyhflkmUIsre4fH3qsJzbna_oNs1jMboj-pNXPTv46MKIfj-FoDVVYWD5uuaSWa9aBobqzeDmfdt7AgeuFkg0bj0pIT24JJ4oa8U6QETbijEUGeYKmnTUmpG6rC0g9NteBNqYFsOUAOcVjjucbTZVryjo0C6h3jSS8zvhysSYp-h9LtMP7IYGsTDtoNQI-wmsGQ0wEnoM8ay6Ichcoa0KDRh6F0DZ3xrdaUfFR7yC9xYILOQ0tnf1cAOeAwlo16OiFCwuD-8fbinyLJd1dmTG_pS3AWtHKog37cZ7Z3pZIxEKVBdjRUWPiGElfYfTPdc1IDxoXSKslZ3RenJK1zLGGv_aMqUkw94sTwCQGUcBMBc8nqQsRw7w-PbFY9I4M3nbkJF50jk-rhnauSmEjnihPOQpmN8XvISWtvX0hrBjzYE7pgKncv7oABRMTR0epShxxwql7NPk-XaVcnnNOfTcAqdpHdLcIRDXUbvUt3jA8mWzR1RaCsNrc1mCZvXoZZysUtBodPCsxAF4fPaAJ1RRnuo-JtS8gdGZASQef5575MITLMq-G2m4TGyDoAiyTyOy9S12JfPhH7Ty9HV4i08HxVHwSCz1x7eR1GTgJO-ui4icYi9klYLefjo3FfGSqOlitEiGl8AYeoli6UnQkUgIy9m_x9V_VJfxm_HWyyLTPZRWEaCz5sKmKgpyHUDiWobQTvhEBplTv_FNnsYKlbNzZL7l_Jk2MdNwKP0StzrWK26Ot_hNBmYftbJFQ03o3k96UAT0s9cfwd56fxFxzi1_9k5ITGrLD0EkPcOTHFInJrXALS4iqYRgrNjUnY_cuXfehaWY7WEJOIRGbXyERkZTEtYY2Xr6Np_Bq-3Wsg2MFmDct1fYhC_c5qYxZUGNs05sJcP6ez5JgQC0TE33253ysi7I2XgUfdKt5UEE-jvBSU6vWuuenunGVLuE2G4OBCpznCaKgzXtl0m9u2zvaoYKlBZu3CIw&org=1&channel=ns-dk-o-w-s_344-tld_9,Analista de Dados,Júnior,Analista de Business Intelligence (BI) Junior,Senff,"Power BI, Excel, Python, SQL, ETL"
1344,"https://www.glassdoor.com.br/job-listing/engenheiro-de-dados-jr-onr-JV_IC2479061_KO0,22_KE23,26.htm?jl=1009542441740",https://jobs.quickin.io/registradores/jobs/6746312fb2e19e00138e24b7,"2024-11-26","2024-11-27",https://jobs.quickin.io/registradores/jobs/6746312fb2e19e00138e24b7,Engenheiro de Dados,Júnior,Engenheiro de Dados JR,ONR,"Python, ETL, GCP"
1345,"https://www.glassdoor.com.br/job-listing/coordenador-a-de-análise-estratégica-de-notícias-dados-verdant-rh-JV_IC2477906_KO0,54_KE55,65.htm?jl=1009543545613",https://trampos.co/oportunidades/764259,"2024-11-27","2024-11-27",https://trampos.co/oportunidades/764259,Analista de Dados,Não Informado,Coordenador(a) de Análise Estratégica de Notícias | Dados,Verdant RH,"Power BI, Tableau, Python, SQL, ETL, Machine Learning, Looker"
1346,"https://www.glassdoor.com.br/job-listing/analista-de-sistemas-e-dados-bi-abecker-empreendimentos-imobiliários-JV_IC4157599_KO0,31_KE32,68.htm?jl=1009543192057",https://abecker.rhgestor.com.br/vagas/detalhes/hX9eJun321500Cc3DNj,"2024-11-27","2024-11-27",https://abecker.rhgestor.com.br/vagas/detalhes/hX9eJun321500Cc3DNj,Analista de Dados,Não Informado,ANALISTA DE SISTEMAS E DADOS (BI),Abecker Empreendimentos Imobiliários,"Power BI, Excel, SQL, ETL, Azure, Power Apps, Power Automate, VBA"
1347,"https://www.glassdoor.com.br/job-listing/analista-de-inteligência-de-negócios-jr-rede-tauá-de-hotéis-e-resorts-JV_IC2514646_KO0,39_KE40,69.htm?jl=1009543480234",https://br.indeed.com/job/analista-de-intelig%C3%AAncia-de-neg%C3%B3cios-jr-59ce8cdc8859aa5d?xpse=SoBo67I3531cvryUSJ0LbzkdCdPP&xfps=6f169539-8f0e-4b12-bdea-eaf5f674003d,"2024-11-27","2024-11-27",https://br.indeed.com/job/analista-de-intelig%C3%AAncia-de-neg%C3%B3cios-jr-59ce8cdc8859aa5d?xpse=SoBo67I3531cvryUSJ0LbzkdCdPP&xfps=6f169539-8f0e-4b12-bdea-eaf5f674003d,Analista de Dados,Júnior,Analista de Inteligência de Negócios Jr,Rede Tauá de Hotéis e Resorts,"Power BI, Excel"
1348,"https://www.glassdoor.com.br/job-listing/analista-de-bi-junior-grupo-i9-process-JV_IC2508060_KO0,21_KE22,38.htm?jl=1009543096753",https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&tgt=APPLY_START&s=344&guid=000001936fea77099adb83b3e7ccf4af&src=GD_JOB_VIEW&t=NS&vt=w&ea=1&cs=1_293cb04e&cb=1732749457268&jobListingId=1009543096753&jrtk=5-yul1-3-1idnuktpfgqr6801,"2024-11-27","2024-11-27",https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&tgt=APPLY_START&s=344&guid=000001936fea77099adb83b3e7ccf4af&src=GD_JOB_VIEW&t=NS&vt=w&ea=1&cs=1_293cb04e&cb=1732749457268&jobListingId=1009543096753&jrtk=5-yul1-3-1idnuktpfgqr6801,Engenheiro de Dados,Júnior,Analista de BI Junior,Grupo i9 Process,"Power BI, Excel, Python, ETL"
1349,"https://www.glassdoor.com.br/job-listing/consultor-de-dados-kiss-new-york-JV_IC2479061_KO0,18_KE19,32.htm?jl=1009542402365",https://kissnewyorkvagas.pandape.infojobs.com.br/Detail/1677807?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,"2024-11-26","2024-11-27",https://kissnewyorkvagas.pandape.infojobs.com.br/Detail/1677807?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Engenheiro de Dados,Sênior,Consultor de Dados,Kiss New York,"Power BI, Excel, Python, SQL, ETL, Oracle"
1350,"https://www.glassdoor.com.br/job-listing/analista-analytics-pleno-vem-pra-vivo-JV_IC2479061_KO0,24_KE25,37.htm?jl=1009542804602",https://vivo.gupy.io/job/eyJqb2JJZCI6ODExNTQ2MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-27","2024-11-27",https://vivo.gupy.io/job/eyJqb2JJZCI6ODExNTQ2MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista Analytics Pleno,Vem Pra Vivo,"Power BI, Tableau, Excel, Python, SQL, ETL"
1351,"https://www.glassdoor.com.br/job-listing/analista-de-informações-de-contratos-sênior-estúdios-globo-globo-JV_IC2402386_KO0,58_KE59,64.htm?jl=1009543550998",https://globo.gupy.io/job/eyJqb2JJZCI6ODIwMjQyNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-27","2024-11-27",https://globo.gupy.io/job/eyJqb2JJZCI6ODIwMjQyNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de Informações de Contratos Sênior | Estúdios Globo,Globo,"Power BI, Excel, Power Apps, Power Automate"
1352,"https://www.glassdoor.com.br/job-listing/espec-tecnologia-iii-engenheiro-de-dados-santander-JV_IC2479061_KO0,40_KE41,50.htm?jl=1009543461798",https://santander.wd3.myworkdayjobs.com/en-US/SantanderCareers/job/SAO-PAULO/Espec-Tecnologia-III--Engenheiro-de-dados-_Req1373409-1,"2024-11-27","2024-11-27",https://santander.wd3.myworkdayjobs.com/en-US/SantanderCareers/job/SAO-PAULO/Espec-Tecnologia-III--Engenheiro-de-dados-_Req1373409-1,Engenheiro de Dados,Sênior,Espec Tecnologia III (Engenheiro de dados),Santander,"Python, ETL, AWS, Spark"
