"vaga_id","link_site","link_origem","data_publicacao","data_coleta","link_origem","posicao","senioridade","titulo_vaga","nome_empresa","requisitos"
2978,"https://www.glassdoor.com.br/job-listing/analista-de-retenção-e-fidelização-sênior-netvagas-JV_IC2479061_KO0,41_KE42,50.htm?jl=1009546472543",https://www.netvagas.com.br/empresa/anuncios/a1241627/analista-de-retencao-e-fidelizacao-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241627/analista-de-retencao-e-fidelizacao-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de retenção e fidelização sênior,Netvagas,"Power BI, Excel"
2979,"https://www.glassdoor.com.br/job-listing/analista-de-comunicação-e-marketing-marketing-analytics-cresol-confederação-netvagas-JV_IC2386902_KO0,75_KE76,84.htm?jl=1009546472572",https://www.netvagas.com.br/empresa/anuncios/a1241604/analista-de-comunicacao-e-marketing-marketing-analytics-cresol-confederacao/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241604/analista-de-comunicacao-e-marketing-marketing-analytics-cresol-confederacao/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Analista de comunicação e marketing (marketing analytics) | cresol confederação,Netvagas,"Power BI, Excel"
2980,"https://www.glassdoor.com.br/job-listing/analista-de-engenharia-de-software-java-sênior-b3-JV_IC2479061_KO0,46_KE47,49.htm?jl=1009546299808",https://vagas.b3.com.br/job/S%C3%A3o-Paulo-5670-Analista-de-Engenharia-de-Software-Java-S%C3%AAnior-S%C3%A3o/641832919/,"2024-11-29","2024-11-30",https://vagas.b3.com.br/job/S%C3%A3o-Paulo-5670-Analista-de-Engenharia-de-Software-Java-S%C3%AAnior-S%C3%A3o/641832919/,Engenheiro de Dados,Sênior,Analista de Engenharia de Software Java Sênior,B3,"SQL, AWS, Azure, Docker"
2981,"https://www.glassdoor.com.br/job-listing/analista-de-custos-sr-netvagas-JV_IC2477202_KO0,21_KE22,30.htm?jl=1009546472511",https://www.netvagas.com.br/empresa/anuncios/a1241574/analista-de-custos-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241574/analista-de-custos-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de custos sr,Netvagas,"Power BI, Excel"
2982,"https://www.glassdoor.com.br/job-listing/pessoa-analista-de-sucesso-do-cliente-netvagas-JV_IC2436932_KO0,37_KE38,46.htm?jl=1009546470050",https://www.netvagas.com.br/empresa/anuncios/a1004895/pessoa-analista-de-sucesso-do-cliente/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1004895/pessoa-analista-de-sucesso-do-cliente/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Júnior,Pessoa analista de sucesso do cliente,Netvagas,Excel
2983,"https://www.glassdoor.com.br/job-listing/analista-de-compras-sênior-logística-são-paulo-sp-shopee-JV_IC2479061_KO0,49_KE50,56.htm?jl=1009546352452",https://careers.shopee.sg/job-detail/123745,"2024-11-29","2024-11-30",https://careers.shopee.sg/job-detail/123745,Engenheiro de Dados,Sênior,Analista de Compras Sênior (Logística) - São Paulo/ SP,Shopee,"ETL, Oracle"
2984,"https://www.glassdoor.com.br/job-listing/analista-de-cobrança-sênior-com-foco-em-automação-de-processos-netvagas-JV_IC2479061_KO0,62_KE63,71.htm?jl=1009546472560",https://www.netvagas.com.br/empresa/anuncios/a1241668/analista-de-cobranca-senior-com-foco-em-automacao-de-processos/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241668/analista-de-cobranca-senior-com-foco-em-automacao-de-processos/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de cobrança sênior - com foco em automação de processos,Netvagas,"SAS, Power BI, Tableau, Excel, Linguagem R, Python, SQL, Machine Learning, VBA"
2985,"https://www.glassdoor.com.br/job-listing/analista-de-governança-sr-netvagas-JV_IC2464198_KO0,25_KE26,34.htm?jl=1009546472219",https://www.netvagas.com.br/empresa/anuncios/a1241322/analista-de-governanca-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241322/analista-de-governanca-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de governança sr,Netvagas,Excel
2986,"https://www.glassdoor.com.br/job-listing/assistente-jurídico-transpanorama-transportes-JV_IC2389177_KO0,19_KE20,45.htm?jl=1009546574087",https://transpanorama.gupy.io/job/eyJqb2JJZCI6ODEwNTYyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-30","2024-11-30",https://transpanorama.gupy.io/job/eyJqb2JJZCI6ODEwNTYyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Júnior,Assistente Jurídico,Transpanorama Transportes,ETL
2987,"https://www.glassdoor.com.br/job-listing/analista-de-planejamento-de-vendas-sales-ops-netvagas-JV_IC2417359_KO0,44_KE45,53.htm?jl=1009546472783",https://www.netvagas.com.br/empresa/anuncios/a1241801/analista-de-planejamento-de-vendas-sales-ops/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241801/analista-de-planejamento-de-vendas-sales-ops/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Analista de planejamento de vendas (sales ops),Netvagas,"Power BI, Excel, SQL, ETL"
2988,"https://www.glassdoor.com.br/job-listing/analista-de-controladoria-comercial-netvagas-JV_IC2417359_KO0,35_KE36,44.htm?jl=1009546471260",https://www.netvagas.com.br/empresa/anuncios/a94446/analista-de-controladoria-comercial/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a94446/analista-de-controladoria-comercial/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Analista de controladoria comercial,Netvagas,"Power BI, Excel"
2989,"https://www.glassdoor.com.br/job-listing/el8360527-analista-financeiro-sr-netvagas-JV_IC2464105_KO0,32_KE33,41.htm?jl=1009546472935",https://www.netvagas.com.br/empresa/anuncios/a1242415/el8360527-analista-financeiro-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1242415/el8360527-analista-financeiro-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,El8360527 - analista financeiro sr,Netvagas,Power BI
2990,"https://www.glassdoor.com.br/job-listing/analista-de-trade-marketing-netvagas-JV_IC2479061_KO0,27_KE28,36.htm?jl=1009546468692",https://www.netvagas.com.br/empresa/anuncios/a154199/analista-de-trade-marketing/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a154199/analista-de-trade-marketing/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Analista de Trade Marketing,Netvagas,Excel
2991,"https://www.glassdoor.com.br/job-listing/analista-de-marketing-sênior-netvagas-JV_IC2479061_KO0,28_KE29,37.htm?jl=1009546471633",https://www.netvagas.com.br/empresa/anuncios/a922705/analista-de-marketing-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a922705/analista-de-marketing-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de marketing sênior,Netvagas,"Power BI, ETL"
2992,"https://www.glassdoor.com.br/job-listing/analista-de-matéria-prima-netvagas-JV_IC2417359_KO0,25_KE26,34.htm?jl=1009546470177",https://www.netvagas.com.br/empresa/anuncios/a893740/analista-de-materia-prima/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a893740/analista-de-materia-prima/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Analista de matéria prima,Netvagas,Excel
2993,"https://www.glassdoor.com.br/job-listing/analista-financeiro-sênior-tesouraria-contas-a-receber-e-otc-order-to-cash-netvagas-JV_IC2479061_KO0,74_KE75,83.htm?jl=1009546473065",https://www.netvagas.com.br/empresa/anuncios/a1242494/analista-financeiro-senior-tesouraria-contas-a-receber-e-otc-order-to-cash/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1242494/analista-financeiro-senior-tesouraria-contas-a-receber-e-otc-order-to-cash/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,"Analista financeiro sênior tesouraria, contas a receber e otc (order to cash)",Netvagas,"Power BI, Tableau, Excel, ETL"
2994,"https://www.glassdoor.com.br/job-listing/analista-de-desenvolvimento-backend-net-pleno-netvagas-JV_IC2464198_KO0,45_KE46,54.htm?jl=1009546472856",https://www.netvagas.com.br/empresa/anuncios/a1241915/analista-de-desenvolvimento-backend-net-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241915/analista-de-desenvolvimento-backend-net-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista de desenvolvimento backend .net pleno,Netvagas,"SQL, AWS, Git, SQL Server, Docker, MongoDB"
2995,"https://www.glassdoor.com.br/job-listing/analista-de-engenharia-de-processos-sr-guararapes-confecções-netvagas-JV_IC2396825_KO0,60_KE61,69.htm?jl=1009546472479",https://www.netvagas.com.br/empresa/anuncios/a1241496/analista-de-engenharia-de-processos-sr-guararapes-confeccoes/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241496/analista-de-engenharia-de-processos-sr-guararapes-confeccoes/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de engenharia de processos sr | guararapes confecções,Netvagas,"Power BI, Excel"
2996,"https://www.glassdoor.com.br/job-listing/analista-adm-grandes-contas-senior-netvagas-JV_IC2479061_KO0,34_KE35,43.htm?jl=1009546471886",https://www.netvagas.com.br/empresa/anuncios/a1145978/analista-adm-grandes-contas-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1145978/analista-adm-grandes-contas-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista adm grandes contas senior,Netvagas,"Excel, ETL"
2997,"https://www.glassdoor.com.br/job-listing/analista-business-partner-pl-bh-netvagas-JV_IC2514646_KO0,31_KE32,40.htm?jl=1009546472491",https://www.netvagas.com.br/empresa/anuncios/a1241515/analista-business-partner-pl-bh/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241515/analista-business-partner-pl-bh/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista business partner pl - bh,Netvagas,"Power BI, Excel"
2998,"https://www.glassdoor.com.br/job-listing/analista-marketing-trade-netvagas-JV_IC2475496_KO0,24_KE25,33.htm?jl=1009546471899",https://www.netvagas.com.br/empresa/anuncios/a1206544/analista-marketing-trade/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1206544/analista-marketing-trade/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Analista marketing - trade,Netvagas,Excel
2999,"https://www.glassdoor.com.br/job-listing/analista-recursos-humanos-sr-netvagas-JV_IC2479061_KO0,28_KE29,37.htm?jl=1009546471648",https://www.netvagas.com.br/empresa/anuncios/a747137/analista-recursos-humanos-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a747137/analista-recursos-humanos-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista recursos humanos sr,Netvagas,Excel
3000,"https://www.glassdoor.com.br/job-listing/analista-de-desenvolvimento-sênior-full-stack-netvagas-JV_IC2479061_KO0,45_KE46,54.htm?jl=1009546470508",https://www.netvagas.com.br/empresa/anuncios/a1201603/analista-de-desenvolvimento-senior-full-stack/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1201603/analista-de-desenvolvimento-senior-full-stack/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de desenvolvimento sênior | full stack,Netvagas,"MLOps, Git, Azure"
3001,"https://www.glassdoor.com.br/job-listing/grupo-rpn-analista-de-recursos-humanos-folha-de-pagamento-americana-sp-netvagas-JV_IC2489851_KO0,70_KE71,79.htm?jl=1009546472358",https://www.netvagas.com.br/empresa/anuncios/a1241323/grupo-rpn-analista-de-recursos-humanos-folha-de-pagamento-americana-sp/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241323/grupo-rpn-analista-de-recursos-humanos-folha-de-pagamento-americana-sp/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Grupo rpn | analista de recursos humanos (folha de pagamento) - americana/sp,Netvagas,Excel
3002,"https://www.glassdoor.com.br/job-listing/analista-devsecops-sênior-netvagas-JV_IC2479061_KO0,25_KE26,34.htm?jl=1009546470625",https://www.netvagas.com.br/empresa/anuncios/a1201916/analista-devsecops-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1201916/analista-devsecops-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista devsecops sênior,Netvagas,"AWS, MLOps, Git, Docker"
3003,"https://www.glassdoor.com.br/job-listing/analista-contábil-sênior-netvagas-JV_IC2479061_KO0,24_KE25,33.htm?jl=1009546470722",https://www.netvagas.com.br/empresa/anuncios/a1202140/analista-contabil-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1202140/analista-contabil-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista contábil sênior,Netvagas,"Excel, Looker"
3004,"https://www.glassdoor.com.br/job-listing/analista-de-customer-service-pleno-frasle-mobility-unidade-caxias-do-sul-netvagas-JV_IC2415247_KO0,72_KE73,81.htm?jl=1009546472771",https://www.netvagas.com.br/empresa/anuncios/a1241842/analista-de-customer-service-pleno-frasle-mobility-unidade-caxias-do-sul/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241842/analista-de-customer-service-pleno-frasle-mobility-unidade-caxias-do-sul/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista de customer service pleno - frasle mobility unidade caxias do sul,Netvagas,Excel
3005,"https://www.glassdoor.com.br/job-listing/cientista-de-dados-pleno-netvagas-JV_KO0,24_KE25,33.htm?jl=1009546471861",https://www.netvagas.com.br/empresa/anuncios/a1189293/cientista-de-dados-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1189293/cientista-de-dados-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Pleno,Cientista de dados pleno,Netvagas,"Power BI, Power Automate"
3006,"https://www.glassdoor.com.br/job-listing/cientista-de-dados-senior-vaga-afirmativa-para-mulheres-remoto-netvagas-JV_KO0,62_KE63,71.htm?jl=1009546470653",https://www.netvagas.com.br/empresa/anuncios/a1201834/cientista-de-dados-senior-vaga-afirmativa-para-mulheres-remoto/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1201834/cientista-de-dados-senior-vaga-afirmativa-para-mulheres-remoto/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Cientista de Dados,Sênior,Cientista de dados senior | vaga afirmativa para mulheres (remoto),Netvagas,"Python, SQL, AWS, Machine Learning, GCP, Docker"
3007,"https://www.glassdoor.com.br/job-listing/desenvolvedor-de-software-machine-learning-nlp-sr-sidi-JV_IC2490130_KO0,49_KE50,54.htm?jl=1009546586034",https://sidi.gupy.io/job/eyJqb2JJZCI6ODIxNjMxOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-30","2024-11-30",https://sidi.gupy.io/job/eyJqb2JJZCI6ODIxNjMxOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Sênior,Desenvolvedor de Software (Machine Learning - NLP) - SR,SiDi,"Python, ETL, Machine Learning, Git, Deep Learning"
3008,"https://www.glassdoor.com.br/job-listing/engenheiro-de-dados-azure-pleno-remoto-dataside-consultoria-de-data-ai-JV_IC2464122_KO0,38_KE39,70.htm?jl=1009546352316",https://dataside.vagas.solides.com.br/vaga/519366?origem=indeed,"2024-11-29","2024-11-30",https://dataside.vagas.solides.com.br/vaga/519366?origem=indeed,Engenheiro de Dados,Pleno,Engenheiro de Dados Azure Pleno (Remoto),Dataside - Consultoria de Data & AI,"Power BI, SQL, ETL, MLOps, Databricks, Azure"
3009,"https://www.glassdoor.com.br/job-listing/coordenador-de-bancos-de-dados-blip-JV_KO0,30_KE31,35.htm?jl=1009546586358",https://blip.gupy.io/job/eyJqb2JJZCI6ODIxNzQ0NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-30","2024-11-30",https://blip.gupy.io/job/eyJqb2JJZCI6ODIxNzQ0NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Não Informado,Coordenador de bancos de dados,Blip,"SQL, SQL Server, Azure, MongoDB"
3010,"https://www.glassdoor.com.br/job-listing/job-18982-mid-level-gcp-data-developer-brazil-cit-JV_KO0,45_KE46,49.htm?jl=1009546344952",https://jobs.lever.co/ciandt/862d4741-c822-4a98-ab75-e4acd74d87e1,"2024-11-29","2024-11-30",https://jobs.lever.co/ciandt/862d4741-c822-4a98-ab75-e4acd74d87e1,Engenheiro de Dados,Pleno,"[Job-18982] Mid-Level GCP Data Developer, Brazil",CI&T,"Python, SQL, Machine Learning, GCP, Looker"
3011,"https://www.glassdoor.com.br/job-listing/eng-de-dados-analytics-pleno-netvagas-JV_KO0,28_KE29,37.htm?jl=1009546472797",https://www.netvagas.com.br/empresa/anuncios/a1241876/eng-de-dados-analytics-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1241876/eng-de-dados-analytics-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Pleno,Eng. de dados (analytics) pleno,Netvagas,"Python, SQL, AWS, MLOps, Git, Github, Spark, Azure, Airflow"
3012,"https://www.glassdoor.com.br/job-listing/product-owner-dados-ia-desenvol-e-infraestrutura-lumini-it-solutions-JV_IC2479061_KO0,48_KE49,68.htm?jl=1009546586262",https://luminiitsolutions.gupy.io/job/eyJqb2JJZCI6ODIxNjk4MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-30","2024-11-30",https://luminiitsolutions.gupy.io/job/eyJqb2JJZCI6ODIxNjk4MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Sênior,"Product Owner (Dados/IA, Desenvol. e Infraestrutura)",Lumini IT Solutions,"Power BI, Excel, Python, ETL, Machine Learning, VBA"
3013,"https://www.glassdoor.com.br/job-listing/estagiário-em-ciencias-de-dados-sidi-JV_IC2504041_KO0,31_KE32,36.htm?jl=1009546578057",https://sidi.gupy.io/job/eyJqb2JJZCI6ODE1MDQ1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-30","2024-11-30",https://sidi.gupy.io/job/eyJqb2JJZCI6ODE1MDQ1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Júnior,Estagiário em Ciencias de Dados,SiDi,"Python, ETL"
3014,"https://www.glassdoor.com.br/job-listing/engenheiro-engenheira-de-dados-capgemini-JV_IC2479061_KO0,30_KE31,40.htm?jl=1009546298486",https://www.capgemini.com/jobs/kHAgeZMB_1WPMhEhXf8q/1842199/,"2024-11-29","2024-11-30",https://www.capgemini.com/jobs/kHAgeZMB_1WPMhEhXf8q/1842199/,Engenheiro de Dados,Sênior,Engenheiro/ Engenheira de Dados,Capgemini,"SAS, Python, SQL, ETL, AWS, Databricks, Spark, Azure, Hadoop, Teradata"
3015,"https://www.glassdoor.com.br/job-listing/estagiário-a-de-dados-netvagas-JV_IC2436932_KO0,21_KE22,30.htm?jl=1009546473121",https://www.netvagas.com.br/empresa/anuncios/a1242575/estagiario-a-de-dados/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1242575/estagiario-a-de-dados/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Júnior,Estagiário (a) de dados,Netvagas,"Power BI, Excel, Linguagem R, Python, SQL"
3016,"https://www.glassdoor.com.br/job-listing/job-18981-senior-gcp-data-developer-brazil-cit-JV_KO0,42_KE43,46.htm?jl=1009546344954",https://jobs.lever.co/ciandt/50c2f5f8-d325-488a-bcc5-719146606fcb,"2024-11-29","2024-11-30",https://jobs.lever.co/ciandt/50c2f5f8-d325-488a-bcc5-719146606fcb,Engenheiro de Dados,Sênior,"[Job-18981] Senior GCP Data Developer, Brazil",CI&T,"Python, SQL, Machine Learning, GCP, Looker"
3017,"https://www.glassdoor.com.br/job-listing/engenheiro-de-dados-pleno-netvagas-JV_IC2425124_KO0,25_KE26,34.htm?jl=1009546470762",https://www.netvagas.com.br/empresa/anuncios/a1202759/engenheiro-de-dados-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1202759/engenheiro-de-dados-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Pleno,Engenheiro de dados (pleno),Netvagas,"Python, SQL, ETL, Azure, Airflow, Docker"
3018,"https://www.glassdoor.com.br/job-listing/engenheiro-de-desenvolvimento-de-produto-sr-mann-hummel-JV_IC2480058_KO0,43_KE44,55.htm?jl=1009546663396",https://www.mann-hummel.com/de/karriere/stellenangebote/stellenangebote-weltweit.jobdetail.html/engenheiro-de-desenvolvimento-de-produto-sr.html,"2024-11-30","2024-11-30",https://www.mann-hummel.com/de/karriere/stellenangebote/stellenangebote-weltweit.jobdetail.html/engenheiro-de-desenvolvimento-de-produto-sr.html,Engenheiro de Dados,Sênior,Engenheiro de Desenvolvimento de Produto Sr.,MANN+HUMMEL,Power BI
3019,"https://www.glassdoor.com.br/job-listing/estágio-em-análise-de-dados-e-inteligência-de-mercado-brasol-soluções-energéticas-inteligentes-JV_IC2479061_KO0,53_KE54,94.htm?jl=1009546586194",https://brasol.gupy.io/job/eyJqb2JJZCI6ODIxNjc4Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-30","2024-11-30",https://brasol.gupy.io/job/eyJqb2JJZCI6ODIxNjc4Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Júnior,Estágio em Análise de Dados e Inteligência de Mercado,Brasol - Soluções Energéticas Inteligentes,"Power BI, Excel, Linguagem R, Python, VBA"
3020,"https://www.glassdoor.com.br/job-listing/desenvolvedor-jr-mix-alimentos-ltda-JV_IC2500891_KO0,16_KE17,35.htm?jl=1009546352232",https://mixalimentos.vagas.solides.com.br/vaga/519221?origem=indeed,"2024-11-29","2024-11-30",https://mixalimentos.vagas.solides.com.br/vaga/519221?origem=indeed,Engenheiro de Dados,Júnior,Desenvolvedor JR,MIX ALIMENTOS LTDA,"Python, Git"
3021,"https://www.glassdoor.com.br/job-listing/especialista-em-ciência-de-dados-netvagas-JV_IC2479061_KO0,32_KE33,41.htm?jl=1009546470848",https://www.netvagas.com.br/empresa/anuncios/a1202915/especialista-em-ciencia-de-dados/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-11-29","2024-11-30",https://www.netvagas.com.br/empresa/anuncios/a1202915/especialista-em-ciencia-de-dados/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Especialista em ciência de dados,Netvagas,"Power BI, Tableau, Linguagem R, Python, SQL, ETL, Machine Learning"
3022,"https://www.glassdoor.com.br/job-listing/assistente-estratégia-evolução-e-dados-sede-pr-sicredi-JV_IC2411560_KO0,46_KE47,54.htm?jl=1009546586165",https://sicredi.gupy.io/job/eyJqb2JJZCI6ODIxNjU1MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-11-30","2024-11-30",https://sicredi.gupy.io/job/eyJqb2JJZCI6ODIxNjU1MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Não Informado,"Assistente Estratégia, Evolução e Dados - Sede PR",Sicredi,"Power BI, Tableau, Excel, Python, ETL, Spark, Power Automate"
